Name,Description,Price,Rating,# of Reviews,Link
"Wetbrush B832wpinkwm - Lil' Wet Brush Classic Hairbrush - Pink, 0.15 Pounds","For healthier, more beautiful hair. Brush out tangles easily, with no pulling, tugging or pain. Thin and strong yet flexible our IntelliFlex bristles glide through hair effortlessly gently detangling hair. Our exclusive ultra-soft polytips, SofTips help to protect the hair and are ideal for sensitive scalps. The result: healthier hair with no tangles, no split ends and less breakage.

",8.97,4.6,190,https://www.amazon.ca/Wetbrush-B832wpinkwm-Classic-Hairbrush-Pounds/dp/B07KQ26YJF/ref=sr_1_270?dchild=1&keywords=brush&qid=1619850560&sr=8-270
"Detangling Brush – Ceramic Paddle Detangler for Curly, Thick & Straight Hair, Vented Drying Brush – Dry & Wet Ionic Hair Brush Quickly Detangles & Smooths by Osensia (Nylon Bristle)","EASY CARE FOR THICK HAIR – Managing thick, tangly hair can be a nightmare. Handle your hair with ease with Osensia’s straight and curly hair brush! This bristle brush efficiently detangles by catching more of your hair. Plus, the innovative flexible design takes the pain out of brushing, no matter the number of knots!

",27.39,4.6,784,https://www.amazon.ca/Detangling-Brush-Detangler-Straight-Detangles/dp/B07VPL9TR6/ref=sr_1_271?dchild=1&keywords=brush&qid=1619850560&sr=8-271
Evolve Detangling Brush,"Designed for thick, medium, and fine hair textures. No Slip grip. Adjustable rows. Use on wet or dry hair. Detangling brush for curly, coily & wavy girls.

",9.71,4.3,61,https://www.amazon.ca/E-volve-500-36-Evolve-Detangling-Brush/dp/B07GF3WLRK/ref=sr_1_269?dchild=1&keywords=brush&qid=1619850560&sr=8-269
"Hair Shampoo Brush, Wet & Dry Manual Head Scalp Massage Brushes, Soft Silicone Bristles Care for Scalp, Exfoliate and Remove Dandruff, Promote Hair Growth for Women Men Pets (2 Pack)","Hair Scalp Massager Shampoo Brush

",15.99,.0,2,https://www.amazon.ca/Shampoo-Silicone-Bristles-Exfoliate-Dandruff/dp/B08TM8DPLW/ref=sr_1_267?dchild=1&keywords=brush&qid=1619850560&sr=8-267
"Kare & Kind 9 Pcs Hair Coloring and Styling Kit - 3x Single Brushes, 1x Hair Dye Comb-Brush, 5x Hair Clips- For Balayage, Highlights, Foiling, Micro Braiding, Keratin Treatment - DIY, Home, Salon Use", ,8.99,4.2,37,https://www.amazon.ca/Kare-Kind-Hair-Coloring-Styling/dp/B08154KXRQ/ref=sr_1_266?dchild=1&keywords=brush&qid=1619850560&sr=8-266
Ez Detangler Brush Flex Hair Detangling Brush for Wet Hair Curly Hair Kinky Wavy Hair Coily Hair 4c Natural Black Hair,"This Hair Detangler Brush is durable and helps improve blood circulation. Those Hair detangler brushes are designed with non-slip and comfortable rubber grips. it makes your hair look soft and shiny. This Hair Detangler Brush allows easy combing and is best used when the hair is tight, when applying a deep/wash conditioner or moisturizing/oil-seal. The flexible brush head can bend and bounce back to minimize discomfort and pain caused by pulling, pulling, pulling, tearing or tearing hair. It solves knots, smooths hair, helps determine your hairstyle, and is easy to clean after use.

",17.99,4.2,"5,021",https://www.amazon.ca/Detangler-Brush-Detangling-Curly-Natural/dp/B07Y61MZH5/ref=sr_1_268?dchild=1&keywords=brush&qid=1619850560&sr=8-268
"BESTOOL Hair Brush, Paddle Detangler Brush with Metal Bristles for Women/Men/Kids Detangling & Massaging, Anti Static, Best for All Hair Types Wet & Dry DailyUse (Oval)","hair brush

",22.99,4.6,542,https://www.amazon.ca/BESTOOL-Brush-Natural-Massager-Detangle-Hairbrush/dp/B07D1MPFNH/ref=sr_1_265?dchild=1&keywords=brush&qid=1619850560&sr=8-265
"Wet Brush Speed Dry Detangling Hairbrush with Soft IntelliFlex Bristles,Detangler for All Hair Types –(PINK SLATE)","Wet Brush detangler hairbrush is made of exclusive, ultra-delicate intelliflex bristles that glide through tangles and knots effortlessly. It has a unique design which helps in the drying hair. It allows your hair to get air flowing between the strands. This helps it dry faster than letting the strands stick together. the strong bristles delicately rub the scalp while invigorating bloodstream and reinforcing your hair.your hair will look smooth, shiny and feel silky soft! our hairbrush designed brilliantly to minimize pain and to protect hair against split ends and breakage. It gives you a chance to brush with less power so you can detangle with less harm to your hair. Doesn't make a difference if your hair is long or short, wavy or straight, thick or fine, a progressive brush that coasts through tangles without breakage or torment!

",17.89,4.,113,https://www.amazon.ca/Wet-Brush-Detangling-Hairbrush-IntelliFlex/dp/B07SM9V1GG/ref=sr_1_260?dchild=1&keywords=brush&qid=1619850560&sr=8-260
"Oral-B Dual Clean Electric Toothbrush Replacement Brush Heads Refill, 3 Count", ,23.51,4.7,952,https://www.amazon.ca/Oral-B-Electric-Toothbrush-Replacement-Refill/dp/B0002KHU3I/ref=sr_1_256?dchild=1&keywords=brush&qid=1619850560&sr=8-256
"Wet Brush Wetbrush Pro Paddle Detangler Black, 1 Count","The vented design makes it easy for water and excess product to escape the brush, so there's no leftover build-up and clean-up is a breeze. Just rinse it and repeat. Our paddle hair brush features ultra-soft IntelliFlex bristles that glide through tangles and knots with ease.

",21.62,4.8,54,https://www.amazon.ca/Wet-Brush-detangler-Paddle-Black/dp/B07NPFT3Y2/ref=sr_1_258?dchild=1&keywords=brush&qid=1619850560&sr=8-258
ROK Glue Brush 0.5 Inch Wide Natural Horse Hair Bristles Set of 50,,18.99,4.7,61,https://www.amazon.ca/Glue-Brush-Bulk-Natural-Bristles/dp/B00N8LSGXQ/ref=sr_1_255?dchild=1&keywords=brush&qid=1619850560&sr=8-255
R+Co Detangling Brush,"Comb out tangles effortlessly. The detangling brush glides through knots, without the pain.

",32.73,.0,1,https://www.amazon.ca/Co-Detangling-Brush-3-6-Oz/dp/B07HQZDZPN/ref=sr_1_264_sspa?dchild=1&keywords=brush&qid=1619850560&sr=8-264-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyRFZTQ1JTRjY2VTdYJmVuY3J5cHRlZElkPUEwOTc2MTI3MTJMQ0pIVFRYS1I2RCZlbmNyeXB0ZWRBZElkPUEwNDI1ODEyVEFTMjEzVFRFT1AyJndpZGdldE5hbWU9c3BfbXRmJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==
Anti-Static / Carbon-Fiber Record Cleaner Brush,"This new brush is made of hundreds of thousands of carbon fibers.
It works two ways on the record. Eliminating the static electricity of the
record and it takes the dust out of the record grooves.

",19.99,4.6,59,https://www.amazon.ca/Anti-Static-Carbon-Fiber-Record-Cleaner-Brush/dp/B003ZVG60O/ref=sr_1_254?dchild=1&keywords=brush&qid=1619850560&sr=8-254
"Framar Star Struck Silver Pop Up Hair Foils, Aluminum Foil Sheets, Foil Paper For Highlighting, for Highlights Hair Dye Kit, Hair Highlighting Kit, Tin Foil for Hair Colour - 500 Foil Sheets",,15.99,4.8,"1,848",https://www.amazon.ca/Framar-5x11-Star-Struck-Silver/dp/B00BX6UZN2/ref=sr_1_261_sspa?dchild=1&keywords=brush&qid=1619850560&sr=8-261-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyRFZTQ1JTRjY2VTdYJmVuY3J5cHRlZElkPUEwOTc2MTI3MTJMQ0pIVFRYS1I2RCZlbmNyeXB0ZWRBZElkPUEwNTIyODM4OEZGODk2UEQwVkQxJndpZGdldE5hbWU9c3BfbXRmJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==
Diane 100% Boar Soft Wave Brush,"Diane 100% Boar Soft Wave Brush

",6.26,4.2,173,https://www.amazon.ca/Diane-Wave-Brush-100-Bristles/dp/B0019ZCX46/ref=sr_1_251?dchild=1&keywords=brush&qid=1619850560&sr=8-251
"Conair InfinitiPRO by Conair 3Q Ionic Hot Brush, BC514C - 1.7 pounds","Amp up the volume with this ionic ceramic hot brush, the perfect tool to provide exceptional volume and high shine. Use the ionic hot brush after you blow dry to lift the root and style hair for all day volume. Enjoy super - fast styling with instant heat up that heats up to 375 degrees. Uniform heat recovery system maintains consistent, even heat during styling. The even heat eliminates hot spots for less damage and provides exceptional shine. This styler has enhanced control with 5 LED temperatures settings and auto off to create a custom styling experience. Handle designed to mimic a hair brush so it is easy to hold and easy to use.

",67.49,.0,1,https://www.amazon.ca/Conair-InfinitiPRO-Ionic-Brush-BC514C/dp/B088N7VHBW/ref=sr_1_253?dchild=1&keywords=brush&qid=1619850560&sr=8-253
"Vanity Planet Spin for Perfect Skin, Bombshell Blue, 1 Count","Say goodbye to manual cleansing and say hello to noticeably clearer skin with vanity planet's spin for perfect skin. An easy-to-use, comprehensive system that allows you to clean your skin deeper are more efficiently than your hands alone. Spin for perfect skin's rotating movement comes with four brush heads designed to cleanse skin deeper and more efficiently than manual cleansing alone. Needless to say, we've got you covered from head to toe. The spin for perfect skin offers a combination of tools for face and body to create a comprehensive skincare routine from head to toe. Using a universal, single-speed rotation system, the spin for perfect skin effectively removes dead skin cells on face and body to promote cellular rejuvenation at the same time. Suitable for use on all skin types. Batteries not included.

",46.43,3.8,434,https://www.amazon.ca/Vanity-Planet-Perfect-Bombshell-Count/dp/B074MJZYHQ/ref=sr_1_262_sspa?dchild=1&keywords=brush&qid=1619850560&sr=8-262-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyRFZTQ1JTRjY2VTdYJmVuY3J5cHRlZElkPUEwOTc2MTI3MTJMQ0pIVFRYS1I2RCZlbmNyeXB0ZWRBZElkPUEwODkwODgwM0o1TTVKVkJYRDJBNyZ3aWRnZXROYW1lPXNwX210ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=
"Neck Duster, Neck Duster Brush– Ultra Soft and Gentle Bristles - Barber Shop and Salon Brush for Face and Neck. (Prohair Neck Duster)","Neck Duster, Neck Duster Brush– Ultra Soft and Gentle Bristles - Barber Shop and Salon Brush for Face and Neck.

",7.99,4.7,4,https://www.amazon.ca/Duster-Brush-Ultra-Gentle-Bristles/dp/B08JH85985/ref=sr_1_252?dchild=1&keywords=brush&qid=1619850560&sr=8-252
"Scotch-Brite Toilet Brush with Caddy, Under the Rim Head, Toilet Brush and Holder","Fits under the rim to scour away grime.

",8.99,4.6,"1,646",https://www.amazon.ca/Scotch-Brite-Toilet-Brush-with-Caddy/dp/B00CPLC3Z2/ref=sr_1_248?dchild=1&keywords=brush&qid=1619850560&sr=8-248
"BESTOOL Hair Brush, Boar Bristle Hair Brushes for Women men Kid, Boar & Nylon Bristle Brush for Wet/Dry Hair Smoothing Massaging Detangling, Everyday Brush Enhance Shine & Health",,23.99,4.,72,https://www.amazon.ca/BESTOOL-Smoothing-Massaging-Detangling-Everyday/dp/B089QG85DS/ref=sr_1_247?dchild=1&keywords=brush&qid=1619850560&sr=8-247
"FIXBODY Paddle Hair Brush with Soft Cushion, Detangling and Smoothing Hairbrush for Men, Women and Kids, Detangler for All Hair Types - Black Matte",,13.99,4.4,26,https://www.amazon.ca/FIXBODY-Detangling-Smoothing-Hiarbrush-Detangler/dp/B07SBVR2MB/ref=sr_1_245?dchild=1&keywords=brush&qid=1619850560&sr=8-245
"Sunbird Small Round Brush-Suitable For Short Hair Of Men And Women, 1 inch,Reddish Brown,Light And Convenient Nylon Bristle"," The woman's short hair fashionable administrative levels feels, to avoid to be about to make line as far as possible smooth unified, the more pliable line has feminine flavour more. With air bangs will be sweeter after age reduction.",16.99,4.2,96,https://www.amazon.ca/Sunbird-Reddish-Convenient-Styling-Curling/dp/B07RMV2RD8/ref=sr_1_233?dchild=1&keywords=brush&qid=1619850556&sr=8-233
"MEEDEN Professional Paint Brush Set-12 Pcs with Carry Case, Suitable for Watercolor, Oil, Gouache Painting, Acrylic Painting, Craft Art for Artist,Professtion Art Students,Painting Hobbyists",,19.95,4.7,55,https://www.amazon.ca/MEEDEN-Professional-Watercolor-Professtion-Hobbyists/dp/B08G4RBCF7/ref=sr_1_235?dchild=1&keywords=brush&qid=1619850556&sr=8-235
A-Brush Silicone Bottle Brushes Cleaner BPA Free - Long Handle Baby Bottle Cleaner Set Ideal for Glass & Plastic Water Bottles Tumblers Hydro Flask (Light Purple 3 pcs Set)," is the combination of quality & properties you’ll ever need to clean those hard-to-access, narrow bottles and containers your hand cannot reach into.",15.66,4.2,71,https://www.amazon.ca/Brush-Silicone-Bottle-Brushes-Cleaner/dp/B08BX4N5D7/ref=sr_1_234?dchild=1&keywords=brush&qid=1619850556&sr=8-234
XUXRUS 2PCS Toilet Brush and Holder Set Soft TPR Silicone Toilet Bowl Brush for Bathroom Toilet Cleaning for Bathroom Storage and Organization Flooring -White Blackwhite Grey,,30.99,4.4,287,https://www.amazon.ca/XUXRUS-Silicone-Bathroom-Organization-Blackwhite/dp/B08D643137/ref=sr_1_231?dchild=1&keywords=brush&qid=1619850556&sr=8-231
"ZEUS 100% Boar Bristle Men's Beard Brush, Military Style, Made in Germany! (FIRM BRISTLES) - Q91",,42.00,4.6,64,https://www.amazon.ca/Military-Style-Bristle-Beard-First-Cut/dp/B07GZ4NCS5/ref=sr_1_244_sspa?dchild=1&keywords=brush&qid=1619850560&sr=8-244-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyRFZTQ1JTRjY2VTdYJmVuY3J5cHRlZElkPUEwOTc2MTI3MTJMQ0pIVFRYS1I2RCZlbmNyeXB0ZWRBZElkPUEwNzUwMTgwSk9QRU9OM01WNkNCJndpZGdldE5hbWU9c3BfYXRmX25leHQmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl
"Periogen Rinse for Complete Oral Health (Mint): the Only Product in the World that Prevents and Progressively Reduces Dental Tartar Buildup That is the Cause of Red, Sore, or Bleeding Gums","Periogen improves oral health like no other product in the world by safely and progressively removing and preventing dental tartar and plaque buildup with each application. Outside of a dental office Periogen is the only product that can remove the hard porous dental tartar material that gives bacteria a place to thrive and grow. Typical mouth rinses, herbals, and oils attempt to kill bacteria, but the effect is only temporary as the bacteria come right back to live in the tartar buildup. Periogen studies confirm up to a 40% reduction in plaque and tartar indexes when compared to brushing alone. Our formula is non acidic with a healthy 7.5 pH; contains no alcohol, bleach, or triclosan; and will not harm enamel or dental appliances. Don't pay for water in your oral rinse! One 3 ounce bottle of Periogen powdered concentrate makes 3 gallons of rinse (45 day supply). Periogen clinical results are turning the heads of dental professionals and researchers the world over. All clinical results are available for review on the Periogen homepage. You can stay up with future research and gain insightful oral health information by subscribing to our newsletter. Let Periogen show you and your dentist what it can do for your oral health.

",26.95,4.3,59,https://www.amazon.ca/New-Improved-Periogen-Complete-Health/dp/B07TW8C6RH/ref=sr_1_243_sspa?dchild=1&keywords=brush&qid=1619850560&sr=8-243-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyRFZTQ1JTRjY2VTdYJmVuY3J5cHRlZElkPUEwOTc2MTI3MTJMQ0pIVFRYS1I2RCZlbmNyeXB0ZWRBZElkPUEwMjA0NzUyMVlZQkU2OFdXT0dKUCZ3aWRnZXROYW1lPXNwX2F0Zl9uZXh0JmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==
"Powerextra Round Dust Brush 1.25"" Horse Hair Vacuum Brush 25mm Small Round Corner/Track Cleaning Tools Vacuum Cleaner Brush Replacement",,8.98,4.,69,https://www.amazon.ca/Powerextra-Vacuum-Cleaning-Cleaner-Replacement/dp/B08MZF7TT4/ref=sr_1_230?dchild=1&keywords=brush&qid=1619850556&sr=8-230
Goody Mini Series Cushion Brush,"Goody is the world's most recognized manufacturer of hair styling tools and accessories and has been making hair look fabulous for over 100 years. Goody provides consumers with products inspired by the latest designer trends so they can enjoy style with value and create any look with ease.

",5.11,4.4,43,https://www.amazon.ca/Goody-Mini-Series-Cushion-Brush/dp/B001QX10FE/ref=sr_1_229?dchild=1&keywords=brush&qid=1619850556&sr=8-229
"Purdy 140910300 Premium Wire Brush, 8 inch, black/yellow","Purdy wire brushes are designed with durable stainless steel, crisscross bristles that remove paint faster Unique crisscross bristles are used for faster paint removal Rust proof, stainless steel bristles Slip resistant-grips reduce fatigue while increasing scraping leverage The unique ergonomic Purdy wire brushes are comfortable and lightweight, yet durable for the toughest jobs

",24.13,4.6,387,https://www.amazon.ca/Purdy-140910300-Premium-Wire-Brush/dp/B008BOWVOU/ref=sr_1_228?dchild=1&keywords=brush&qid=1619850556&sr=8-228
"Autobrush for Kids, Qmix Kids Electric Toothbrushes with U-Shaped Brush Head, Smart Timer, IPX7 Waterproof, Cartoon Modeling, Special Design for Toddlers, Ages 6-12 (Two Brush Heads Blue)","Attention: 1. Please charge it at room temperature. 2. Normal working temperature of the product is 0-50℃. 3. The products are stored in dry and cool places as much as possible and avoid sunlight. 4. Please keep the electric toothbrush dry when it charging. When charging the product, please select less than 5V 1A as a charging power supply. 5. Please clean up the water and stagnation of the fuselage, and try to avoid soaking in water after use. 6. Please use it less than 10 minutes every time because the output power of the product is large. 7. When the product is not used for a long time or is placed for a long time. Please give a charge after a long time. Packing list: 1 PC X brush head 1 PC X host 1 PC X USB cable 1 PC X instruction

",39.95,3.3,87,https://www.amazon.ca/Autobrush-Qmix-Electric-Toothbrushes-Waterproof/dp/B08SLSK8FT/ref=sr_1_241_sspa?dchild=1&keywords=brush&qid=1619850560&sr=8-241-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyRFZTQ1JTRjY2VTdYJmVuY3J5cHRlZElkPUEwOTc2MTI3MTJMQ0pIVFRYS1I2RCZlbmNyeXB0ZWRBZElkPUEwNzMyMDU3MTJUUUQ1RERYWk1aMiZ3aWRnZXROYW1lPXNwX2F0Zl9uZXh0JmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==
"Sea Bond Daily Cleaning Denture, Mouthguard, and Retainer Brush","Denture Brush

",4.99,4.6,173,https://www.amazon.ca/Sea-Bond-Cleaning-Mouthguard-Retainer/dp/B00BMU5A5M/ref=sr_1_242_sspa?dchild=1&keywords=brush&qid=1619850560&sr=8-242-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyRFZTQ1JTRjY2VTdYJmVuY3J5cHRlZElkPUEwOTc2MTI3MTJMQ0pIVFRYS1I2RCZlbmNyeXB0ZWRBZElkPUExMDQwOTE2OVY4NkNFUDFaQ0lXJndpZGdldE5hbWU9c3BfYXRmX25leHQmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl
"Wet Brush Pet Brush, Ultimate Groomer 2-in-1 Detangler - Teal, Blue","Pet Brush Ultimate Groomer 2-in-1 Detangler - Teal

",19.39,4.7,239,https://www.amazon.ca/Wet-Brush-Ultimate-Groomer-Detangler/dp/B07SPD6JG3/ref=sr_1_225?dchild=1&keywords=brush&qid=1619850556&sr=8-225
"Full Circle Be Good Dish Brush, Green","The Full Circle Dish Brush’s head and bristles are made of recycled. The handle is bamboo.

",12.11,4.3,117,https://www.amazon.ca/Full-Circle-Good-Brush-Green/dp/B003WZXVJC/ref=sr_1_227?dchild=1&keywords=brush&qid=1619850556&sr=8-227
"Hair Continuous Spray Bottle Set, 9-Row Cushion Nylon Bristle Brush +Detangling Brush Water Sprayer Brush Set Hair for Hairstyling, Cleaning, Plants & Misting, (300ML&10 Ounce, Black)",,27.99,4.6,700,https://www.amazon.ca/Continuous-Cushion-Detangling-Hairstyling-Cleaning/dp/B08R84DSVY/ref=sr_1_226?dchild=1&keywords=brush&qid=1619850556&sr=8-226
"Wetbrush Brush Pro Detangler Disney Stylized Princess Jasmine, 1 Count","Exclusive, ultra-soft IntelliFlex bristles glide through tangles. Minimizes effort and pain with over 45% less breakage. Ergonomically advanced design features finger rests and rubberized easy grip handle for more comfort and control.

",13.99,4.7,11,https://www.amazon.ca/Wetbrush-Detangler-Stylized-Princess-Jasmine/dp/B084GBSJS5/ref=sr_1_223?dchild=1&keywords=brush&qid=1619850556&sr=8-223
"AIEX 12Pcs Paint Brushes, Anti-Shedding Nylon Hair Flat Shader Tip Artist Paintbrushes for Watercolor Acrylic Ink Gouache Oil and Tempera Painting"," Material: Wooden Handle, Nylon Hair ",14.69,4.4,86,https://www.amazon.ca/AIEX-Anti-Shedding-Paintbrushes-Watercolor-Painting/dp/B08GCCJ9H6/ref=sr_1_220?dchild=1&keywords=brush&qid=1619850556&sr=8-220
KIPOZI Hair Dryer Brush and Volumizer One Step Blow Dryer Brush 4 in 1 Hot Air Brush Comb for Fast Drying and Straightening with Ceramic Coating,,52.99,.0,9,https://www.amazon.ca/KIPOZI-Volumizer-Straightening-Ceramic-Coating/dp/B08RNJD39Z/ref=sr_1_222?dchild=1&keywords=brush&qid=1619850556&sr=8-222
